Total_Stops,Price,Duration_min,Freq_encoded_Airline,Mean_encoded_Airline,Freq_encoded_Destination,Freq_encoded_Route,Mean_encoded_Route,Label_encoded_Airline,Label_encoded_Source,Label_encoded_Destination,Label_encoded_Route,dep_hr,arr_hr,arrival_timeOfDay_encoded,dep_day_of_week,arr_day_of_week,dep_weekday,arr_weekday,dep_month,dep_day_of_month,departure_timeOfDay_after_noon,departure_timeOfDay_late_night,departure_timeOfDay_morning,departure_timeOfDay_night,arrival_timeOfDay_after_noon,arrival_timeOfDay_early_morning,arrival_timeOfDay_evening
1.0,5052,370,0.018543299560313517,5861.056701030928,0.41531255974001147,0.0023896004588032883,5606.2,2,2,1,98,7,13,3,0,0,1,1,4,15,0,0,0,0,1,0,0
1.0,22270,1455,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,8,8,2,4,5,1,0,3,1,0,0,1,0,0,0,0
0.0,5613,160,0.04568916077231887,7801.355648535565,0.20827757598929458,0.14681705218887403,5552.235677083333,10,0,2,18,7,9,2,5,5,0,0,4,27,0,0,0,0,0,0,0
0.0,3873,145,0.0779009749569872,4335.841717791411,0.27337029248709616,0.06920282928694323,4556.055248618784,8,3,0,64,9,11,2,0,0,1,1,4,1,0,0,1,0,0,0,0
0.0,6015,195,0.1952781494934047,5668.469897209985,0.41531255974001147,0.020359395909004013,6315.816901408451,3,2,1,106,5,8,2,2,2,1,1,5,15,0,0,0,0,0,0,0
1.0,10844,330,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,6,12,3,6,6,0,0,6,9,0,0,0,0,1,0,0
0.0,2227,90,0.0779009749569872,4335.841717791411,0.06662206079143568,0.05935767539667368,3932.8099838969406,8,4,3,48,13,14,3,6,6,0,0,5,12,1,0,0,0,1,0,0
0.0,7229,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,19,22,5,0,0,1,1,4,1,0,0,0,0,0,0,0
2.0,10368,810,0.35366086790288664,11599.02108108108,0.41531255974001147,0.01749187535844007,12210.196721311475,4,2,1,116,5,19,4,3,3,1,1,6,6,0,0,0,0,0,0,1
1.0,12898,655,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,17,4,1,1,2,1,1,5,21,0,0,0,0,0,1,0
1.0,12192,720,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,7,19,4,2,2,1,1,6,12,0,0,0,0,0,0,1
1.0,12121,840,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,23,3,3,3,1,1,5,9,0,0,1,0,1,0,0
2.0,16163,1490,0.1619193270885108,9556.6080283353,0.41531255974001147,0.004205696807493787,13962.431818181818,1,2,1,105,6,7,1,0,1,1,1,5,27,0,0,0,0,0,1,0
1.0,12284,760,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,5,18,4,0,0,1,1,3,18,0,0,0,0,0,0,1
0.0,5780,165,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,19,22,5,4,4,1,1,6,21,0,0,0,0,0,0,0
0.0,4995,90,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,10,11,2,3,3,1,1,5,9,0,0,1,0,0,0,0
1.0,6496,295,0.1952781494934047,5668.469897209985,0.41531255974001147,0.022175492257694513,7559.612068965517,3,2,1,103,5,10,2,6,6,0,0,6,9,0,0,0,0,0,0,0
2.0,12488,1855,0.1619193270885108,9556.6080283353,0.41531255974001147,0.0039189447524373925,13277.19512195122,1,2,1,118,12,19,4,2,3,1,1,6,12,1,0,0,0,0,0,1
0.0,4823,175,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,7,10,2,2,2,1,1,5,15,0,0,0,0,0,0,0
0.0,2647,90,0.0779009749569872,4335.841717791411,0.06662206079143568,0.05935767539667368,3932.8099838969406,8,4,3,48,5,7,1,1,1,1,1,6,18,0,0,0,0,0,1,0
0.0,12649,170,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,13,15,3,6,6,0,0,3,3,1,0,0,0,1,0,0
1.0,8266,455,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,19,4,2,2,1,1,6,12,0,0,1,0,0,0,1
0.0,6216,190,0.04568916077231887,7801.355648535565,0.41531255974001147,0.020359395909004013,6315.816901408451,10,2,1,106,6,9,2,2,2,1,1,5,15,0,0,0,0,0,0,0
0.0,4423,165,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,1,4,1,0,0,1,1,4,1,0,1,0,0,0,1,0
1.0,17996,1455,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,8,8,2,2,3,1,1,3,6,0,0,1,0,0,0,0
1.0,5726,270,0.0779009749569872,4335.841717791411,0.41531255974001147,0.004014528770789524,6602.071428571428,8,2,1,123,8,13,3,0,0,1,1,4,15,0,0,1,0,1,0,0
1.0,15147,570,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,6,15,3,2,2,1,1,3,6,0,0,0,0,1,0,0
1.0,15554,1325,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,20,19,4,5,6,0,0,5,18,0,0,0,1,0,0,1
2.0,12819,1760,0.35366086790288664,11599.02108108108,0.41531255974001147,0.013764098642706939,12630.173611111111,4,2,1,97,23,4,1,0,2,1,1,6,24,1,0,0,0,0,1,0
1.0,7198,450,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,18,1,6,3,4,1,1,6,27,0,0,0,0,0,0,0
1.0,5073,300,0.1952781494934047,5668.469897209985,0.41531255974001147,0.2271076276046645,10954.205808080807,3,2,1,104,16,21,5,2,2,1,1,4,3,0,0,0,0,0,0,0
0.0,3943,180,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,21,0,6,3,4,1,1,6,27,0,0,0,1,0,0,0
0.0,3205,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,2,2,1,1,3,27,0,0,0,0,0,0,0
0.0,3257,160,0.0779009749569872,4335.841717791411,0.20827757598929458,0.14681705218887403,5552.235677083333,8,0,2,18,5,8,2,6,6,0,0,5,12,0,0,0,0,0,0,0
0.0,4804,155,0.1952781494934047,5668.469897209985,0.27337029248709616,0.06920282928694323,4556.055248618784,3,3,0,64,22,0,6,0,1,1,1,6,3,0,0,0,1,0,0,0
1.0,10231,285,0.1952781494934047,5668.469897209985,0.20827757598929458,0.0002867520550563946,11313.0,3,0,2,29,16,21,5,5,5,0,0,3,9,0,0,0,0,0,0,0
1.0,12898,450,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,20,4,1,1,2,1,1,5,21,0,0,0,1,0,1,0
0.0,2227,85,0.1952781494934047,5668.469897209985,0.06662206079143568,0.05935767539667368,3932.8099838969406,3,4,3,48,21,22,5,3,3,1,1,3,21,0,0,0,1,0,0,0
2.0,9258,1390,0.1619193270885108,9556.6080283353,0.27337029248709616,0.004014528770789524,10457.404761904761,1,3,0,61,12,11,2,0,1,1,1,4,1,1,0,0,0,0,0,0
1.0,9663,1010,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,16,9,2,4,5,1,0,5,24,0,0,0,0,0,0,0
0.0,8040,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,1,1,1,1,5,21,0,0,0,0,0,0,0
0.0,3419,165,0.018543299560313517,5861.056701030928,0.20827757598929458,0.14681705218887403,5552.235677083333,2,0,2,18,20,23,3,3,3,1,1,6,6,0,0,0,1,1,0,0
0.0,8016,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,7,10,2,5,5,0,0,6,1,0,0,0,0,0,0,0
0.0,7229,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,17,20,5,5,5,0,0,4,6,0,0,0,0,0,0,0
1.0,4959,540,0.018543299560313517,5861.056701030928,0.41531255974001147,0.2271076276046645,10954.205808080807,2,2,1,104,10,19,4,3,3,1,1,6,6,0,0,1,0,0,0,1
2.0,10151,1390,0.1619193270885108,9556.6080283353,0.27337029248709616,0.004014528770789524,10457.404761904761,1,3,0,61,12,11,2,6,0,0,1,6,9,1,0,0,0,0,0,0
3.0,10703,2280,0.1619193270885108,9556.6080283353,0.41531255974001147,0.0014337602752819729,11021.533333333333,1,2,1,124,5,19,4,5,6,0,0,5,18,0,0,0,0,0,0,1
1.0,10844,590,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,8,18,4,6,6,0,0,6,9,0,0,1,0,0,0,1
1.0,7205,370,0.1952781494934047,5668.469897209985,0.41531255974001147,0.031160389982794877,7299.331288343558,3,2,1,111,16,22,5,2,2,1,1,3,6,0,0,0,0,0,0,0
1.0,12284,570,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,8,18,4,0,0,1,1,3,18,0,0,1,0,0,0,1
1.0,13994,750,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,22,5,6,6,0,0,6,9,0,0,1,0,0,0,0
0.0,6015,195,0.1952781494934047,5668.469897209985,0.41531255974001147,0.020359395909004013,6315.816901408451,3,2,1,106,14,17,4,0,0,1,1,4,15,1,0,0,0,0,0,1
1.0,4226,255,0.1952781494934047,5668.469897209985,0.27337029248709616,0.006212961192888549,5240.876923076923,3,3,0,90,6,10,2,2,2,1,1,4,3,0,0,0,0,0,0,0
2.0,9483,1420,0.35366086790288664,11599.02108108108,0.41531255974001147,0.013764098642706939,12630.173611111111,4,2,1,97,19,18,4,3,4,1,1,3,21,0,0,0,0,0,0,1
0.0,5198,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,7,10,2,2,2,1,1,5,15,0,0,0,0,0,0,0
2.0,10368,810,0.35366086790288664,11599.02108108108,0.41531255974001147,0.01749187535844007,12210.196721311475,4,2,1,116,5,19,4,3,3,1,1,6,27,0,0,0,0,0,0,1
0.0,11982,140,0.04568916077231887,7801.355648535565,0.03641751099216211,0.03641751099216211,4789.892388451443,10,1,4,127,17,20,5,0,0,1,1,6,3,0,0,0,0,0,0,0
1.0,8032,1510,0.1619193270885108,9556.6080283353,0.20827757598929458,0.002771936532211814,12071.965517241379,1,0,2,28,11,13,3,4,5,1,0,3,15,0,0,1,0,1,0,0
0.0,5510,150,0.1619193270885108,9556.6080283353,0.27337029248709616,0.06920282928694323,4556.055248618784,1,3,0,64,14,16,4,2,2,1,1,5,15,1,0,0,0,0,0,1
1.0,8177,305,0.1952781494934047,5668.469897209985,0.41531255974001147,0.004014528770789524,6602.071428571428,3,2,1,123,23,4,1,3,4,1,1,5,9,1,0,0,0,0,1,0
1.0,11410,340,0.030491301854329956,5590.260188087775,0.41531255974001147,0.022175492257694513,7559.612068965517,0,2,1,103,16,22,5,5,5,0,0,6,1,0,0,0,0,0,0,0
1.0,9385,350,0.018543299560313517,5861.056701030928,0.41531255974001147,0.2271076276046645,10954.205808080807,2,2,1,104,7,12,3,3,3,1,1,3,21,0,0,0,0,1,0,0
1.0,10262,540,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,10,19,4,3,3,1,1,6,6,0,0,1,0,0,0,1
0.0,3873,145,0.0779009749569872,4335.841717791411,0.27337029248709616,0.06920282928694323,4556.055248618784,8,3,0,64,9,11,2,1,1,1,1,6,18,0,0,1,0,0,0,0
1.0,11999,430,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,18,4,3,3,1,1,3,21,0,0,1,0,0,0,1
2.0,14300,1095,0.35366086790288664,11599.02108108108,0.41531255974001147,0.003823360734085261,16699.675,4,2,1,99,18,12,3,3,4,1,1,6,27,0,0,0,0,1,0,0
0.0,2175,90,0.0779009749569872,4335.841717791411,0.06662206079143568,0.05935767539667368,3932.8099838969406,8,4,3,48,13,14,3,6,6,0,0,5,12,1,0,0,0,1,0,0
2.0,14431,1490,0.1619193270885108,9556.6080283353,0.41531255974001147,0.004205696807493787,13962.431818181818,1,2,1,105,6,7,1,3,4,1,1,5,9,0,0,0,0,0,1,0
0.0,7229,165,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,6,8,2,1,1,1,1,5,21,0,0,0,0,0,0,0
1.0,3809,265,0.1952781494934047,5668.469897209985,0.27337029248709616,0.0050659529726629704,4910.018867924528,3,3,0,80,19,23,3,4,4,1,1,5,24,0,0,0,0,1,0,0
1.0,7354,705,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,7,19,4,0,0,1,1,6,24,0,0,0,0,0,0,1
1.0,12537,450,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,8,15,3,2,2,1,1,3,27,0,0,1,0,1,0,0
1.0,9719,375,0.1619193270885108,9556.6080283353,0.41531255974001147,0.2271076276046645,10954.205808080807,1,2,1,104,13,19,4,0,0,1,1,5,27,1,0,0,0,0,0,1
0.0,8040,90,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,10,11,2,4,4,1,1,5,24,0,0,1,0,0,0,0
0.0,4995,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,4,4,1,1,5,24,0,0,0,0,0,0,0
0.0,4591,170,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,23,2,6,5,6,0,0,4,6,1,0,0,0,0,0,0
1.0,7662,1700,0.1619193270885108,9556.6080283353,0.27337029248709616,0.0039189447524373925,7612.682926829269,1,3,0,77,16,21,5,3,4,1,1,6,6,0,0,0,0,0,0,0
0.0,3850,140,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,7,10,2,0,0,1,1,6,24,0,0,0,0,0,0,0
1.0,6442,835,0.1952781494934047,5668.469897209985,0.41531255974001147,0.031160389982794877,7299.331288343558,3,2,1,111,8,22,5,0,0,1,1,6,3,0,0,1,0,0,0,0
1.0,11378,305,0.1952781494934047,5668.469897209985,0.41531255974001147,0.004014528770789524,6602.071428571428,3,2,1,123,23,4,1,0,1,1,1,6,3,1,0,0,0,0,1,0
1.0,13377,630,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,15,1,6,3,4,1,1,6,27,1,0,0,0,0,0,0
1.0,10844,740,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,8,20,5,1,1,1,1,5,21,0,0,1,0,0,0,0
0.0,4995,85,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,7,8,2,3,3,1,1,5,9,0,0,0,0,0,0,0
2.0,6057,970,0.1619193270885108,9556.6080283353,0.41531255974001147,0.007933473523226917,9133.469879518072,1,2,1,112,17,9,2,2,3,1,1,3,27,0,0,0,0,0,0,0
0.0,5176,165,0.1619193270885108,9556.6080283353,0.20827757598929458,0.14681705218887403,5552.235677083333,1,0,2,18,10,12,3,5,5,0,0,4,6,0,0,1,0,1,0,0
2.0,13014,1125,0.35366086790288664,11599.02108108108,0.41531255974001147,0.01749187535844007,12210.196721311475,4,2,1,116,9,4,1,6,0,0,1,6,9,0,0,1,0,0,1,0
1.0,7917,260,0.1952781494934047,5668.469897209985,0.20827757598929458,0.0035366086790288662,6473.027027027027,3,0,2,24,16,20,5,4,4,1,1,3,1,0,0,0,0,0,0,0
1.0,5583,315,0.0779009749569872,4335.841717791411,0.41531255974001147,0.013955266679411202,7312.431506849315,8,2,1,121,6,11,2,6,6,0,0,6,9,0,0,0,0,0,0,0
0.0,7229,165,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,6,8,2,1,1,1,1,4,9,0,0,0,0,0,0,0
1.0,7191,570,0.1952781494934047,5668.469897209985,0.41531255974001147,0.2271076276046645,10954.205808080807,3,2,1,104,16,1,6,5,6,0,0,5,18,0,0,0,0,0,0,0
0.0,3210,90,0.35366086790288664,11599.02108108108,0.06662206079143568,0.05935767539667368,3932.8099838969406,4,4,3,48,19,21,5,2,2,1,1,6,12,0,0,0,0,0,0,0
1.0,14871,635,0.1952781494934047,5668.469897209985,0.41531255974001147,0.2271076276046645,10954.205808080807,3,2,1,104,15,1,6,2,3,1,1,3,6,1,0,0,0,0,0,0
1.0,8099,645,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,8,19,4,2,2,1,1,5,15,0,0,1,0,0,0,1
1.0,8366,545,0.1619193270885108,9556.6080283353,0.27337029248709616,0.09357675396673676,11487.788559754852,1,3,0,66,9,18,4,1,1,1,1,5,21,0,0,1,0,0,0,1
0.0,6297,140,0.1952781494934047,5668.469897209985,0.03641751099216211,0.03641751099216211,4789.892388451443,3,1,4,127,22,0,6,5,6,0,0,3,9,0,0,0,1,0,0,0
1.0,18286,480,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,13,21,5,6,6,0,0,3,3,1,0,0,0,0,0,0
1.0,17024,1240,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,23,19,4,2,3,1,1,3,6,1,0,0,0,0,0,1
0.0,6144,180,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,7,10,2,2,2,1,1,4,24,0,0,0,0,0,0,0
1.0,13941,825,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,6,19,4,5,5,0,0,3,9,0,0,0,0,0,0,1
0.0,3702,185,0.35366086790288664,11599.02108108108,0.20827757598929458,0.14681705218887403,5552.235677083333,4,0,2,18,18,22,5,3,3,1,1,5,9,0,0,0,0,0,0,0
1.0,5583,315,0.0779009749569872,4335.841717791411,0.41531255974001147,0.013955266679411202,7312.431506849315,8,2,1,121,6,11,2,2,2,1,1,5,15,0,0,0,0,0,0,0
1.0,10208,810,0.1619193270885108,9556.6080283353,0.06662206079143568,0.0031542726056203404,13379.515151515152,1,4,3,45,19,9,2,1,2,1,1,3,12,0,0,0,0,0,0,0
1.0,12384,505,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,18,4,0,0,1,1,5,6,0,0,1,0,0,0,1
2.0,17049,1165,0.1619193270885108,9556.6080283353,0.27337029248709616,0.002007264385394762,13719.095238095239,1,3,0,72,10,5,1,0,1,1,1,5,6,0,0,1,0,0,1,0
1.0,7006,810,0.1952781494934047,5668.469897209985,0.41531255974001147,0.2271076276046645,10954.205808080807,3,2,1,104,7,21,5,4,4,1,1,5,24,0,0,0,0,0,0,0
2.0,12723,875,0.1619193270885108,9556.6080283353,0.27337029248709616,0.00439686484419805,10969.065217391304,1,3,0,85,5,20,5,2,2,1,1,6,12,0,0,0,0,0,0,0
1.0,10577,1225,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,8,4,1,2,3,1,1,6,12,0,0,1,0,0,1,0
1.0,16736,730,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,7,19,4,2,2,1,1,3,6,0,0,0,0,0,0,1
1.0,10262,925,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,13,4,1,0,1,1,1,6,24,1,0,0,0,0,1,0
1.0,7155,470,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,11,19,4,0,0,1,1,6,24,0,0,1,0,0,0,1
1.0,15147,915,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,10,1,6,6,0,0,1,3,3,0,0,1,0,0,0,0
0.0,4823,175,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,7,10,2,2,2,1,1,6,12,0,0,0,0,0,0,0
1.0,8714,410,0.1619193270885108,9556.6080283353,0.20827757598929458,0.0004779200917606576,11486.0,1,0,2,1,9,16,4,4,4,1,1,3,15,0,0,1,0,0,0,1
1.0,10953,1450,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,9,2,0,1,1,1,5,6,0,0,1,0,0,0,0
1.0,10203,1435,0.1619193270885108,9556.6080283353,0.27337029248709616,0.05400497036895431,10763.258407079646,1,3,0,73,20,20,5,2,3,1,1,6,12,0,0,0,1,0,0,0
1.0,12373,1415,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,13,12,3,5,6,0,0,5,18,1,0,0,0,1,0,0
1.0,14151,840,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,23,3,6,6,0,0,5,12,0,0,1,0,1,0,0
1.0,12121,1730,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,14,3,4,5,1,0,5,24,0,0,1,0,1,0,0
0.0,5586,190,0.04568916077231887,7801.355648535565,0.41531255974001147,0.020359395909004013,6315.816901408451,10,2,1,106,6,9,2,1,1,1,1,4,9,0,0,0,0,0,0,0
1.0,10844,1655,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,8,12,3,5,6,0,0,5,18,0,0,1,0,1,0,0
1.0,8586,450,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,21,4,1,1,2,1,1,5,21,0,0,0,1,0,1,0
1.0,5409,295,0.0779009749569872,4335.841717791411,0.41531255974001147,0.022175492257694513,7559.612068965517,8,2,1,103,17,22,5,3,3,1,1,6,6,0,0,0,0,0,0,0
2.0,7178,695,0.1143184859491493,10902.678093645485,0.41531255974001147,0.007933473523226917,9133.469879518072,6,2,1,112,9,21,5,3,3,1,1,3,21,0,0,1,0,0,0,0
1.0,5797,910,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,10,1,6,0,1,1,1,6,24,0,0,1,0,0,0,0
1.0,13759,1435,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,19,19,4,6,0,0,1,3,24,0,0,0,0,0,0,1
2.0,13873,1100,0.1619193270885108,9556.6080283353,0.27337029248709616,0.002771936532211814,13486.241379310344,1,3,0,74,7,1,6,4,5,1,0,5,24,0,0,0,0,0,0,0
1.0,16079,1325,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,20,19,4,1,2,1,1,5,21,0,0,0,1,0,0,1
0.0,2017,90,0.0779009749569872,4335.841717791411,0.06662206079143568,0.05935767539667368,3932.8099838969406,8,4,3,48,13,14,3,3,3,1,1,6,27,1,0,0,0,1,0,0
1.0,10844,1335,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,20,18,4,5,6,0,0,5,18,0,0,0,1,0,0,1
0.0,3573,175,0.0779009749569872,4335.841717791411,0.20827757598929458,0.14681705218887403,5552.235677083333,8,0,2,18,21,0,6,2,3,1,1,4,24,0,0,0,1,0,0,0
1.0,8066,1450,0.35366086790288664,11599.02108108108,0.27337029248709616,0.05400497036895431,10763.258407079646,4,3,0,73,9,9,2,0,1,1,1,5,6,0,0,1,0,0,0,0
1.0,14053,1320,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,20,18,4,5,6,0,0,3,9,0,0,0,1,0,0,1
1.0,12284,435,0.35366086790288664,11599.02108108108,0.20827757598929458,0.038424775377556876,15723.174129353234,4,0,2,5,8,15,3,0,0,1,1,3,18,0,0,1,0,1,0,0
1.0,5351,315,0.0779009749569872,4335.841717791411,0.41531255974001147,0.013955266679411202,7312.431506849315,8,2,1,121,6,11,2,1,1,1,1,4,9,0,0,0,0,0,0,0
1.0,7064,1430,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,16,16,4,0,1,1,1,4,1,0,0,0,0,0,0,1
1.0,10394,320,0.1952781494934047,5668.469897209985,0.41531255974001147,0.013955266679411202,7312.431506849315,3,2,1,121,2,7,1,6,6,0,0,3,3,0,1,0,0,0,1,0
1.0,9663,865,0.35366086790288664,11599.02108108108,0.27337029248709616,0.09357675396673676,11487.788559754852,4,3,0,66,18,9,2,2,3,1,1,5,15,0,0,0,0,0,0,0
1.0,13727,480,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,17,1,6,5,6,0,0,5,18,0,0,0,0,0,0,0
1.0,10262,1040,0.35366086790288664,11599.02108108108,0.41531255974001147,0.2271076276046645,10954.205808080807,4,2,1,104,19,12,3,2,3,1,1,6,12,0,0,0,0,1,0,0
0.0,4823,175,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,7,10,2,1,1,1,1,4,9,0,0,0,0,0,0,0
0.0,7074,170,0.030491301854329956,5590.260188087775,0.20827757598929458,0.14681705218887403,5552.235677083333,0,0,2,18,5,8,2,6,6,0,0,3,3,0,0,0,0,0,0,0
1.0,17267,835,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,7,21,5,2,2,1,1,3,6,0,0,0,0,0,0,0
1.0,14067,630,0.1143184859491493,10902.678093645485,0.41531255974001147,0.2271076276046645,10954.205808080807,6,2,1,104,15,1,6,1,2,1,1,5,21,1,0,0,0,0,0,0
0.0,4823,170,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,8,11,2,2,2,1,1,5,1,0,0,1,0,0,0,0
0.0,4823,170,0.1952781494934047,5668.469897209985,0.20827757598929458,0.14681705218887403,5552.235677083333,3,0,2,18,20,22,5,5,5,0,0,4,27,0,0,0,1,0,0,0
0.0,4483,170,0.030491301854329956,5590.260188087775,0.20827757598929458,0.14681705218887403,5552.235677083333,0,0,2,18,23,2,6,6,0,0,1,5,12,1,0,0,0,0,0,0
2.0,14960,805,0.1619193270885108,9556.6080283353,0.27337029248709616,0.003632192697380998,13892.052631578947,1,3,0,78,9,23,3,3,3,1,1,6,6,0,0,1,0,1,0,0
0.0,7171,165,0.1619193270885108,9556.6080283353,0.20827757598929458,0.14681705218887403,5552.235677083333,1,0,2,18,17,19,4,5,5,0,0,6,1,0,0,0,0,0,0,1
